StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5#1_1,Q5#2_1,Q5#3_1,Q6,QID93,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q27_12,Q27_13,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,SC0,Q7 - Parent Topics,Q7 - Topics
2020-04-29 05:56:54,2020-04-29 06:09:27,IP Address,45.247.87.189,100,753,True,2020-04-29 06:09:28,R_cC2gZWkwVgYpSyB,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4390,submarine,green,Male,23,09,2006,IGCSE (British),,how light a thing is compered to its volume,volume/mass,Agree,"Because density is a property of the matter, and it can never change",Same as,it has the same volume as the original block,Same as,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Half the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,18.357,18.357,20.276,1,4,5: Very true,5: Very true,3: Somewhat true,5: Very true,2,2,1: Not at all true,1: Not at all true,1: Not at all true,5: Very true,3: Somewhat true,1: Not at all true,3: Somewhat true,4,5: Very true,5: Very true,4,5: Very true,11,,
2020-04-29 05:58:21,2020-04-29 06:09:31,IP Address,197.161.140.211,100,670,True,2020-04-29 06:09:31,R_1MQCETwQZdNpXI5,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4385,Shark,Green,Male,20,11,2006,IGCSE (British),,The density of a substance is its mass per one unit of volume,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,26.932,26.932,35.029,1,4,3: Somewhat true,4,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,4,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,16,,
2020-04-29 05:56:11,2020-04-29 06:16:09,IP Address,197.46.114.171,100,1197,True,2020-04-29 06:16:09,R_RIjbl2axMPl7rIB,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4384,"Sea lion ",Green,Female,17,01,2007,IGCSE (British),,"Density is the measure of mass per unit of volume ",mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has the same volume as the original block,Same as,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,9.419,9.419,66.176,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,2,2,1: Not at all true,1: Not at all true,3: Somewhat true,2,3: Somewhat true,1: Not at all true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,8,,
2020-04-29 05:57:42,2020-04-29 06:16:41,IP Address,156.213.40.72,100,1138,True,2020-04-29 06:16:41,R_2CBzN2u1UfIkwAT,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4392,Tiger,Green,Female,28,12,2006,IGCSE (British),,It is an amount of substance,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,9.121,9.121,9.951,1,4,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,4,4,3: Somewhat true,3: Somewhat true,4,1: Not at all true,5: Very true,4,4,4,5: Very true,5: Very true,4,11,,
2020-04-29 05:39:46,2020-04-29 06:16:56,IP Address,197.47.85.158,100,2229,True,2020-04-29 06:16:56,R_2fJTnqwfpDNgtUu,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4380,Rhino,Green,Female,19,10,2006,IGCSE (British),,How crowded something is,mass/volume,Agree,Because the density can always change even if the pressure or temperature is constant,Bigger than,it has half the volume of the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Half the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,More dense,128.97,128.97,335.566,1,4,5: Very true,4,5: Very true,5: Very true,4,4,3: Somewhat true,3: Somewhat true,3: Somewhat true,4,1: Not at all true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,7,,
2020-04-29 06:06:36,2020-04-29 06:21:30,IP Address,196.218.85.175,100,893,True,2020-04-29 06:21:30,R_2qkomkUhz3Ua8ke,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4386,sheep,green,Male,1,07,2006,IGCSE (British),,mass or weight of somthing,mass/volume,Disagree,"Because density is a property of the matter, and it can never change",Smaller than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the volume (how big it is),Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will float,Another answer?,1,More dense,12.124,78.476,83.774,6,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,2,1: Not at all true,1: Not at all true,1: Not at all true,2,2,1: Not at all true,1: Not at all true,4,3: Somewhat true,5: Very true,5: Very true,5: Very true,6,,
2020-04-29 05:57:42,2020-04-29 06:24:55,IP Address,102.186.158.143,100,1633,True,2020-04-29 06:24:55,R_1DuJltXRZNAck9E,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4394,Train,Green,Female,17,09,2006,IGCSE (British),,Density is how much molecules there is in a certain amount of space It is how much of mass there is in a certain amount of volume or space,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,57.185,57.185,66.673,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,4,3: Somewhat true,2,2,4,3: Somewhat true,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,13,,
2020-04-29 06:09:24,2020-04-29 06:29:45,IP Address,196.153.130.29,100,1220,True,2020-04-29 06:29:45,R_3JBCCPlMPV07ByV,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4383,"seahorse ","light blue ",Male,13,12,2006,IGCSE (British),,Density is a measurement that compares the amount of matter an object has to its volume,mass/volume,Agree,"Because density is a property of the matter, and it can never change",Same as,it has the same volume as the original block,Smaller than,Agree,Because what determines if an object will sink or float is the volume (how big it is),Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, but same density of the original block",The blocks will float,I am not sure,Density,,Same density,18.534,18.534,23.039,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,1: Not at all true,5: Very true,1: Not at all true,3: Somewhat true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,3: Somewhat true,2,5: Very true,5: Very true,5: Very true,6,,
2020-04-29 06:25:15,2020-04-29 06:35:39,IP Address,41.36.46.127,100,624,True,2020-04-29 06:35:40,R_12btsKKLPKK5NF3,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4382,"Sailboat ","Green ",Female,23,03,2007,IGCSE (British),,"It is a measurement that compares the amount of matter an object has ",mass/volume,Not sure,,Bigger than,it has the same volume as the original block,Bigger than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,84.617,85.65,86.649,2,5: Very true,4,3: Somewhat true,5: Very true,4,5: Very true,5: Very true,4,2,4,4,5: Very true,2,5: Very true,2,3: Somewhat true,5: Very true,5: Very true,3: Somewhat true,5,,
2020-04-29 06:42:36,2020-04-29 06:59:44,IP Address,156.222.37.234,100,1027,True,2020-04-29 06:59:44,R_1q2kX4WGTvpHKL5,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4379,Rabbit,Green,Female,2,08,2005,IGCSE (British),,Density measures the mass of an object or substance compared to the volume,mass/volume,Agree,"Because density is a property of the matter, and it can never change",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the weight of the object,Half the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Mass only,,Same density,10.926,10.926,12.634,1,4,3: Somewhat true,4,5: Very true,4,2,2,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,4,4,5: Very true,5: Very true,5: Very true,5: Very true,7,,
2020-04-29 06:58:30,2020-04-29 07:26:27,IP Address,197.161.143.78,100,1676,True,2020-04-29 07:26:28,R_3fHtTdM0ajon2kR,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4376,"Owl ",Green,Male,7,11,2006,IGCSE (British),," A measure of the quantity of mass and area or volume",mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,257.303,286.475,294.971,6,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,10,,
2020-04-30 02:01:33,2020-04-30 02:13:34,IP Address,197.62.42.13,100,720,True,2020-04-30 02:13:34,R_2DNxTMe556Fdzyd,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4404,Buffalo,Lemon,Female,12,05,2007,IGCSE (British),,Density is the volume of matter,volume/mass,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,10.285,10.285,13.73,1,4,3: Somewhat true,2,5: Very true,5: Very true,4,2,2,2,4,5: Very true,3: Somewhat true,5: Very true,2,3: Somewhat true,4,5: Very true,5: Very true,5: Very true,10,,
2020-04-30 01:52:05,2020-04-30 02:15:27,IP Address,197.62.75.185,100,1402,True,2020-04-30 02:15:28,R_3G1HubChaNx97C5,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4410,caterpillar,lemon,Female,21,08,2007,IGCSE (British),,the measure of quantity of a property,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has the same volume as the original block,Same as,Not sure,,The same density as 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,53.655,53.655,54.726,1,4,3: Somewhat true,4,5: Very true,5: Very true,2,2,2,2,3: Somewhat true,3: Somewhat true,2,4,2,4,4,3: Somewhat true,4,4,10,,
2020-04-30 01:50:11,2020-04-30 02:15:27,IP Address,156.204.66.105,100,1516,True,2020-04-30 02:15:28,R_3Oi5DqTdY0jJIF7,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4411," Chick",Yellow,Female,19,03,2008,IGCSE (British),,The measure of quantity of something,mass X volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has the same volume as the original block,Same as,Not sure,,The same density as 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,11.28,49.992,55.136,2,3: Somewhat true,3: Somewhat true,3: Somewhat true,5: Very true,4,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,3: Somewhat true,1: Not at all true,3: Somewhat true,3: Somewhat true,3: Somewhat true,8,,
2020-04-30 02:05:28,2020-04-30 02:18:50,IP Address,156.215.150.193,100,802,True,2020-04-30 02:18:50,R_1nPz9dYr1trBr81,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4406,butterfly,yellow,Male,9,11,2006,IGCSE (British),,the degree of compactness of a substance,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has twice the volume of the original block,Same as,Agree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,10.497,12.2,13.459,2,4,5: Very true,5: Very true,4,5: Very true,4,5: Very true,4,4,3: Somewhat true,4,2,,4,4,4,3: Somewhat true,5: Very true,5: Very true,8,,
2020-04-30 02:05:51,2020-04-30 02:18:51,IP Address,156.222.28.17,100,779,True,2020-04-30 02:18:51,R_2S7VwucZF7woxJg,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4400,Balloon,Lemon,Female,26,05,2007,IGCSE (British),,Density is how much space an objects takes,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has the same volume as the original block,Smaller than,Not sure,,Twice the density of 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",I am not sure,I am not sure,Density,,More dense,7.724,9.441,9.484,2,4,4,4,5: Very true,3: Somewhat true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,5: Very true,4,4,3: Somewhat true,3: Somewhat true,4,4,5: Very true,4,,
2020-04-30 01:44:30,2020-04-30 02:20:35,IP Address,197.47.1.172,100,2164,True,2020-04-30 02:20:35,R_27erGPWyM1sDXsj,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4396,Whale,Green,Female,24,05,2007,IGCSE (British),,the degree of compactness of a substance,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has the same mass as the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,14.447,14.447,16.193,1,4,5: Very true,5: Very true,5: Very true,5: Very true,2,2,1: Not at all true,1: Not at all true,1: Not at all true,2,3: Somewhat true,3: Somewhat true,2,4,4,5: Very true,4,5: Very true,7,,
2020-04-30 02:06:32,2020-04-30 02:21:53,IP Address,102.184.200.65,100,921,True,2020-04-30 02:21:54,R_3scfjl3sKIWfuup,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4407,Camel,Lemon,Male,24,05,2007,IGCSE (British),,how much space an object or substance takes up,mass/volume,Not sure,,Bigger than,it has the same volume as the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Mass only,,More dense,63.023,63.023,64.478,1,5: Very true,5: Very true,4,5: Very true,5: Very true,2,2,1: Not at all true,2,1: Not at all true,3: Somewhat true,3: Somewhat true,5: Very true,5: Very true,5: Very true,4,4,5: Very true,5: Very true,6,,
2020-04-30 02:11:38,2020-04-30 02:22:32,IP Address,156.222.97.79,100,653,True,2020-04-30 02:22:32,R_2wgalP3oxntJzFL,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4399,Ant,Lemon,Male,20,05,2007,IGCSE (British),,Density is a measure of mass per unit of volume,mass/volume,Not sure,,Smaller than,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will sink,Mass only,,More dense,8.492,8.492,11.797,1,3: Somewhat true,4,4,5: Very true,5: Very true,4,4,2,2,3: Somewhat true,2,2,4,4,4,3: Somewhat true,5: Very true,5: Very true,4,7,,
2020-04-30 02:20:31,2020-04-30 02:33:06,IP Address,156.213.115.218,100,755,True,2020-04-30 02:33:07,R_2V2sZOIiwFDecw4,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4413,Cow,Lemon,Female,28,05,2007,IGCSE (British),,How heavy something is in comparison to it's weight,volume/mass,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Not sure,,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,I am not sure,Density,,Less dense,12.915,12.915,31.801,1,2,3: Somewhat true,4,4,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,3: Somewhat true,1: Not at all true,5: Very true,2,4,4,5: Very true,4,4,12,,
2020-04-30 02:21:58,2020-04-30 02:34:24,IP Address,41.65.99.66,100,746,True,2020-04-30 02:34:24,R_1Hd7AFMak3H6vGc,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4401,Bat,Lemon,Male,10,05,2007,IGCSE (British),,Density is how compact a any substance is,mass/volume,Disagree,"Because density is a property of the matter, and it can never change",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Same density,10.708,11.42,11.453,2,4,5: Very true,4,5: Very true,5: Very true,2,3: Somewhat true,2,1: Not at all true,4,5: Very true,4,5: Very true,1: Not at all true,4,4,5: Very true,5: Very true,5: Very true,13,,
2020-04-30 02:29:49,2020-04-30 02:36:24,IP Address,156.222.152.151,100,394,True,2020-04-30 02:36:24,R_25TKr46cmkGQblT,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4396,zebra,green,Female,13,03,2007,IGCSE (British),,"density is the weight of an object compared to its size ",mass/volume,Not sure,,Bigger than,it has the same volume as the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has the same mass as the original block,it has half the density of the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,3.8,3.8,5.429,1,5: Very true,5: Very true,5: Very true,5: Very true,4,2,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,2,5: Very true,2,4,3: Somewhat true,5: Very true,5: Very true,4,6,,
2020-04-30 02:31:48,2020-04-30 03:46:59,IP Address,197.46.127.19,100,4510,True,2020-04-30 03:46:59,R_3JEH3XrBJ7ztdwI,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4416,Dog,"Yellow ",Female,17,05,2007,IGCSE (British),,"The degree of compactness of a substance ",mass X volume,Not sure,,Bigger than,it has half the volume of the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has twice the mass of the original block,it has half the density of the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,26.894,26.894,32.091,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,2,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,1: Not at all true,3: Somewhat true,2,4,4,5: Very true,4,4,5,,
2020-04-30 05:39:46,2020-04-30 05:53:00,IP Address,197.46.11.190,100,794,True,2020-04-30 05:53:00,R_3HAq7yv5z3sYiQz,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4429,"Helicopter ","Lemon ",Female,20,02,2007,IGCSE (British),,"The degree of compactness of a substance ",mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Density,,More dense,57.47,58.601,59.997,2,4,5: Very true,4,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,2,1: Not at all true,2,3: Somewhat true,2,1: Not at all true,1: Not at all true,4,4,5: Very true,4,4,8,,
2020-04-30 05:37:07,2020-04-30 06:02:40,IP Address,196.221.166.61,100,1532,True,2020-04-30 06:02:40,R_3L7Q7wQYSK1bYs7,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4442,Rabbit,Lemon,Female,23,06,2006,IGCSE (British),,"The degree of compactness of a substance ",mass/volume,Not sure,,Bigger than,it has the same volume as the original block,Same as,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,More dense,116.32,116.32,117.281,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,3: Somewhat true,1: Not at all true,1: Not at all true,5: Very true,1: Not at all true,5: Very true,1: Not at all true,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,6,,
2020-04-30 05:53:53,2020-04-30 06:03:48,IP Address,197.161.141.72,100,594,True,2020-04-30 06:03:48,R_1NDtcOuM5ExrKOR,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4428,Grasshopper,Lemon,Male,20,11,2006,IGCSE (British),,The mass of something compared to its volume,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,4.079,4.079,8.141,1,3: Somewhat true,4,4,5: Very true,4,4,4,4,4,4,5: Very true,4,5: Very true,4,4,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,16,,
2020-04-30 05:56:17,2020-04-30 06:11:51,IP Address,197.46.20.120,100,933,True,2020-04-30 06:11:51,R_9pBsRoWGkimFOfL,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4424,frog,lemon,Male,26,05,2006,IGCSE (British),,A degree of a substance,mass/volume,Disagree,Because the density can always change even if the pressure or temperature is constant,Smaller than,it has the same volume as the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has twice the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Same density,18.774,18.774,20.775,1,5: Very true,4,5: Very true,5: Very true,5: Very true,3: Somewhat true,4,3: Somewhat true,2,3: Somewhat true,4,1: Not at all true,3: Somewhat true,2,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,7,,
2020-04-30 06:04:25,2020-04-30 06:13:04,IP Address,41.68.191.243,100,519,True,2020-04-30 06:13:05,R_27lBfBtXZ6qDzwE,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4433,koala,Lemon,Male,29,03,2007,IGCSE (British),,Density is a mass compared to its volume,mass/volume,Agree,"Because density is a property of the matter, and it can never change",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,30.577,30.577,31.784,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,5: Very true,3: Somewhat true,4,1: Not at all true,4,5: Very true,5: Very true,4,5: Very true,14,,
2020-04-30 06:01:54,2020-04-30 06:14:12,IP Address,86.189.238.160,100,737,True,2020-04-30 06:14:13,R_2YIWsiXWoyJJEHd,,,,,53.37939453125,-2.91119384765625,anonymous,EN,4283,Butterfly,Dark Yellow,Female,28,01,2007,National,,Density is the measurement that compares the amount of matter an object has to its volume,mass/volume,Agree,"Because density is a property of the matter, and it can never change",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Density,,More dense,10.204,10.204,11.953,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,2,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,3: Somewhat true,2,2,2,6,,
2020-04-30 06:01:36,2020-04-30 06:14:36,IP Address,41.32.38.149,100,779,True,2020-04-30 06:14:36,R_2tmUbY39x9TJe78,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4423,"Fox ",Lemon,Male,4,09,2006,IGCSE (British),,How close the particles are together in an object,volume/mass,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,9.532,9.532,11.417,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,2,1: Not at all true,2,2,5: Very true,2,3: Somewhat true,2,3: Somewhat true,3: Somewhat true,5: Very true,5: Very true,5: Very true,14,,
2020-04-30 06:03:50,2020-04-30 06:15:59,IP Address,156.213.104.114,100,729,True,2020-04-30 06:15:59,R_3PFUyLuMdFFXQyG,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4436,Llama,"Lemon ",Female,3,07,2006,IGCSE (British),,Comparing the amount of matter an object has to its volume,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Same as,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Density,,Less dense,12.788,12.788,14.665,1,4,5: Very true,3: Somewhat true,5: Very true,5: Very true,2,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,3: Somewhat true,2,3: Somewhat true,4,4,4,5: Very true,5: Very true,12,,
